Shop,Listing,Units sold,Price (MYR),Price (USD),Listing (Cleaned),Units Sold (Numeric)
Glamstory,ANUA Rice 70 Glow Milky Toner 250ml,177 sold,59.90,14.20,anua rice 70 glow milky toner 250ml,177
Glamstory,EQQUALBERRY Swimming Pool Toner 155ml / 300ml,141 sold,48.00,11.38,eqqualberry swimming pool toner 155ml 300ml,141
Glamstory,INNISFREE Bija Trouble Facial Foam Cleanser 150ml [GLAM],3k+ sold,26.90,6.38,innisfree bija trouble facial foam cleanser 150ml glam,3000
Glamstory,SOME BY MI Super Matcha Pore Clean Clay Mask / Cleansing Gel  /  Tightening Toner / Serum,3k+ sold,39.47,9.36,some by mi super matcha pore clean clay mask cleansing gel tightening toner serum,3000
Glamstory,SOME BY MI Glow Luminous Ampoule Mask Tea Tree Hyaluron Diamond Yuja Niacin Sheet Mask SOMEBYMI [GLAM],20k+ sold,1.00,0.24,some by mi glow luminous ampoule mask tea tree hyaluron diamond yuja niacin sheet mask somebymi glam,20000
Glamstory,NEEDS Keratin Hair Spray Serum 120ml / Tonic 70ml [GLAM],10k+ sold,26.55,6.30,needs keratin hair spray serum 120ml tonic 70ml glam,10000
Glamstory,COSRX Hydrium Watery Toner 50ml / Full Fit Propolis Toner 50ml / AHA BHA Vitamin C Refresh Daily Toner 50ml [GLAM],598 sold,16.00,3.79,cosrx hydrium watery toner 50ml full fit propolis toner 50ml aha bha vitamin c refresh daily toner 50ml glam,598
Glamstory,SOME BY MI Beta Panthenol Repair Cream / Gel Cleanser / Serum / Toner / Body Cream[GLAM],5k+ sold,39.90,9.46,some by mi beta panthenol repair cream gel cleanser serum toner body creamglam,5000
Glamstory,ILLIYOON Ceramide Ato Concentrate Cream / Soothing Gel / Lotion / Top To Toe Wash,10k+ sold,21.90,5.19,illiyoon ceramide ato concentrate cream soothing gel lotion top to toe wash,10000
Glamstory,K-SECRET SEOUL 1988 Serum 30ml / Eye Cream 30ml / Cream 50ml,283 sold,66.00,15.65,ksecret seoul 1988 serum 30ml eye cream 30ml cream 50ml,283
Glamstory,DR. ALTHEA Gentle / Boosting Vitamin C Serum 30ml,292 sold,59.90,14.20,dr althea gentle boosting vitamin c serum 30ml,292
Glamstory,COSRX The 6 Peptide Skin Booster Serum 30ml / 150ml,247 sold,18.85,4.47,cosrx the 6 peptide skin booster serum 30ml 150ml,247
Glamstory,ETUDE HOUSE Zero Sebum Drying Powder 4g [GLAM],9k+ sold,16.00,3.79,etude house zero sebum drying powder 4g glam,9000
Glamstory,3W CLINIC Intensive Dr.Kim Sun Cleansing Foam / Body Cream / BB Cream / Eye Cream / Tone Up / Sun Mist / Mela Care,9k+ sold,2.90,0.69,3w clinic intensive drkim sun cleansing foam body cream bb cream eye cream tone up sun mist mela care,9000
Glamstory,BEAUTY OF JOSEON Revive Eye Serum : Ginseng + Retinal 10ml / 30ml [GLAM],1k+ sold,44.23,10.49,beauty of joseon revive eye serum ginseng retinal 10ml 30ml glam,1000
Glamstory,NUMBUZIN 5+ Vitamin-Niacinamide Concentrated Pad Brightening/Antioxidant 180ml/70 pads,123 sold,59.00,13.99,numbuzin 5 vitaminniacinamide concentrated pad brighteningantioxidant 180ml70 pads,123
Glamstory,TONYMOLY Wonder Ceramide Mochi Toner 500ml / Ceramide Mocchi Water Cream 300ml [GLAM],5k+ sold,40.50,9.60,tonymoly wonder ceramide mochi toner 500ml ceramide mocchi water cream 300ml glam,5000
Glamstory,Konjac Sponge Facial Care Cleaning Washing Sponge [GLAM],2k+ sold,5.35,1.27,konjac sponge facial care cleaning washing sponge glam,2000
Glamstory,RYO Hair Loss Expert Care Shampoo 400ml,110 sold,36.00,8.54,ryo hair loss expert care shampoo 400ml,110
Glamstory,LANEIGE Cream Skin Refiner Quick Mask Pack 25ml / 50ml / 170ml [GLAM],10k+ sold,12.90,3.06,laneige cream skin refiner quick mask pack 25ml 50ml 170ml glam,10000
Glamstory,JUMISO Waterfull Hyaluronic Toner 250ml [GLAM],10k+ sold,43.00,10.20,jumiso waterfull hyaluronic toner 250ml glam,10000
Glamstory,RURUBERRY 5% / 10% Niacinamide + HA / Zinc / Alpha Arbutin / BHA Solution Essence 10ml/30ml/200ml [GLAM],8k+ sold,9.90,2.35,ruruberry 5 10 niacinamide ha zinc alpha arbutin bha solution essence 10ml30ml200ml glam,8000
Glamstory,Some By Mi Clear Spot Patch 18pcs (10mm*9ea + 12mm*9ea) [GLAM],2k+ sold,9.90,2.35,some by mi clear spot patch 18pcs 10mm9ea 12mm9ea glam,2000
Glamstory,Medicube PDRN Pink One Day Serum 1.5ml x 10ea,80 sold,45.00,10.67,medicube pdrn pink one day serum 15ml x 10ea,80
Glamstory,THE FACE SHOP Real Nature Mask 20g [GLAM],4k+ sold,2.28,0.54,the face shop real nature mask 20g glam,4000
Glamstory,THE RAW. Arbutin 2% / Niacinamide 5% / Ascorbic Acid 20% / Strong Barrier / Retinol 0.3% / N°25 SUPER Serum 15ml / 30ml,2k+ sold,32.20,7.64,the raw arbutin 2 niacinamide 5 ascorbic acid 20 strong barrier retinol 03 n25 super serum 15ml 30ml,2000
Glamstory,ROUND LAB Birch Juice Moisturizing / Tone-up / Mild-up Sunscreen SPF50+ PA++++ 50ml [GLAM],1k+ sold,49.90,11.83,round lab birch juice moisturizing toneup mildup sunscreen spf50 pa 50ml glam,1000
Glamstory,SOME BY MI Cica Peptide Anti Hair Loss Derma Scalp Shampoo 285ml / Tonic 150ml / Treatment 50ml SOMEBYMI [GLAM],8k+ sold,19.90,4.72,some by mi cica peptide anti hair loss derma scalp shampoo 285ml tonic 150ml treatment 50ml somebymi glam,8000
Glamstory,IUNIK Beta Glucan Power / Black Snail / Propolis Vitamin / Rose Galactomyces / Tea Tree Serum 50ml [GLAM],10k+ sold,18.00,4.27,iunik beta glucan power black snail propolis vitamin rose galactomyces tea tree serum 50ml glam,10000
Glamstory,SOME BY MI AHA BHA PHA 30 Days Miracle Serum 50ml LIGHT SOMEBYMI [GLAM],1 sold,49.90,11.83,some by mi aha bha pha 30 days miracle serum 50ml light somebymi glam,1
Glamstory,B-LAB Matcha Hydrating Clear Ampoule / Foam Cleanser / Real Sun Screen /  Relief Cream / Sun Stick [GLAM],1k+ sold,24.65,5.85,blab matcha hydrating clear ampoule foam cleanser real sun screen relief cream sun stick glam,1000
Glamstory,COSRX AC Collection Calming Foam Cleanser 20ml / 50ml / 150ml [GLAM],10k+ sold,25.00,5.93,cosrx ac collection calming foam cleanser 20ml 50ml 150ml glam,10000
Glamstory,Silicone Facial Mask Brush DIY Face tool Brushes 美容硅胶面膜软毛刷脸部美容刷面膜刷 [GLAM],3k+ sold,2.50,0.59,silicone facial mask brush diy face tool brushes glam,3000
Glamstory,ETUDE HOUSE Baking Powder Pore / BB Deep Cleansing Foam Baking Powder Pore Cleansing Foam 30ml / 160ml [GLAM],7k+ sold,6.60,1.57,etude house baking powder pore bb deep cleansing foam baking powder pore cleansing foam 30ml 160ml glam,7000
Glamstory,INNISFREE My Real Squeeze Energy Mask 1PC (22ML),50k+ sold,4.50,1.07,innisfree my real squeeze energy mask 1pc 22ml,50000
Glamstory,THE FACE SHOP Rice Water Bright Light Facial Cleansing Oil 150ml [GLAM],5k+ sold,30.00,7.11,the face shop rice water bright light facial cleansing oil 150ml glam,5000
Glamstory,SKIN1004 Madagascar Centella Cream 30ml / 75ml,1k+ sold,25.00,5.93,skin1004 madagascar centella cream 30ml 75ml,1000
Glamstory,COSRX The Vitamin C 23 / 13 / Niacinamide 15 / Hyaluronic Acid 3 Serum 20g [GLAM],10k+ sold,39.90,9.46,cosrx the vitamin c 23 13 niacinamide 15 hyaluronic acid 3 serum 20g glam,10000
Glamstory,Cosrx Acne Pimple Master Patch / Clear Fit Master Patch / AC Collection Acne Patch [GLAM],40k+ sold,6.99,1.66,cosrx acne pimple master patch clear fit master patch ac collection acne patch glam,40000
Glamstory,ETUDE HOUSE Fruity Lip Balm 10g [GLAM],717 sold,18.00,4.27,etude house fruity lip balm 10g glam,717
Glamstory,JMELLA In France Body Lotion 500ml [GLAM],853 sold,23.65,5.61,jmella in france body lotion 500ml glam,853
Glamstory,AZTEC SECRET Indian Healing Clay 454g / 908g [GLAM],1k+ sold,14.20,3.37,aztec secret indian healing clay 454g 908g glam,1000
Glamstory,FOODAHOLIC Multi Sun Cream SPF50+ PA+++ 70ml [GLAM],830 sold,9.50,2.25,foodaholic multi sun cream spf50 pa 70ml glam,830
Glamstory,MEDICUBE Red Acne Body Wash AHA BHA PHA NIACINAMIDE 400g,5k+ sold,9.90,2.35,medicube red acne body wash aha bha pha niacinamide 400g,5000
Glamstory,COSRX Advanced Snail 92 All in one Cream 50g / 100g [GLAM],20k+ sold,18.00,4.27,cosrx advanced snail 92 all in one cream 50g 100g glam,20000
Glamstory,DR ALTHEA Pure / Pore Resfresh Grinding Cleansing Balm 50ml,146 sold,64.50,15.30,dr althea pure pore resfresh grinding cleansing balm 50ml,146
Glamstory,KLAIRS Supple Preparation Unscented / Scented Toner 30ml / 180ml [GLAM],671 sold,8.99,2.13,klairs supple preparation unscented scented toner 30ml 180ml glam,671
Glamstory,PURITO Seoul Oat In Calming Gel Cream 100ml,24 sold,58.00,13.75,purito seoul oat in calming gel cream 100ml,24
Glamstory,JMELLA In France Body Wash 500ml [GLAM],1k+ sold,7.00,1.66,jmella in france body wash 500ml glam,1000
Glamstory,COSRX Oil Free Ultra Moisturizing Lotion (With Birch Sap) 20ml / 100ml [GLAM],10k+ sold,45.00,10.67,cosrx oil free ultra moisturizing lotion with birch sap 20ml 100ml glam,10000
Glamstory,HEALEZ Acne Serum 5ml / 30ml / Sunscreen / Spot Gel 2g / Moisturiser / Essence 50ml / Make Up Remover / Cleanser,8k+ sold,16.75,3.97,healez acne serum 5ml 30ml sunscreen spot gel 2g moisturiser essence 50ml make up remover cleanser,8000
Glamstory,HEIMISH All Clean Balm / Black Tea Mask Pack / Watermelon Moisture Soothing Gel Cream / Marine Care Eye Cream 5ml [GLAM],10k+ sold,1.00,0.24,heimish all clean balm black tea mask pack watermelon moisture soothing gel cream marine care eye cream 5ml glam,10000
Glamstory,BENTON Aloe Propolis Soothing Gel 1ml / 12g / 30ml / 100ml [GLAM],20k+ sold,8.80,2.09,benton aloe propolis soothing gel 1ml 12g 30ml 100ml glam,20000
Glamstory,Forever Living Product - Aloe Vera Gelly [GLAM],1k+ sold,53.00,12.57,forever living product aloe vera gelly glam,1000
Glamstory,LANEIGE Water Bank Blue Hyaluronic Cleansing Foam 30g / 150g,198 sold,9.01,2.14,laneige water bank blue hyaluronic cleansing foam 30g 150g,198
Glamstory,MARO Shampoo Cool 3D Volume Up / Cool Deo Scalp Medicated 400ml / 480ml / Body & Face Cleansing Soap 450ml [GLAM],10k+ sold,32.00,7.59,maro shampoo cool 3d volume up cool deo scalp medicated 400ml 480ml body face cleansing soap 450ml glam,10000
Glamstory,ANUA 8 Hyaluronic Acid Hydrating Gentle Foaming Cleanser 150ml,2k+ sold,39.40,9.34,anua 8 hyaluronic acid hydrating gentle foaming cleanser 150ml,2000
Glamstory,HOUSE OF HUR Glowy Ampoule Tint 4.5g [GLAM],88 sold,28.80,6.83,house of hur glowy ampoule tint 45g glam,88
Glamstory,LUNA Long Lasting Corrector Sensitive Skin 6.5g,20 sold,34.65,8.22,luna long lasting corrector sensitive skin 65g,20
Glamstory,DR. MELAXIN BP Pore Barrier Cream 50g / Ampoule 30ml / Exfoliation Pad 70pcs / Cleansing Foam 100ml,144 sold,45.55,10.80,dr melaxin bp pore barrier cream 50g ampoule 30ml exfoliation pad 70pcs cleansing foam 100ml,144
Glamstory,DR.G R.E.D BLEMISH Clear Moisturizing Soothing Cream 10ml / 70ml [GLAM],1k+ sold,75.00,17.79,drg red blemish clear moisturizing soothing cream 10ml 70ml glam,1000
Glamstory,SKINFOOD Sous Vide Facial Mask 22g (10 Type To Choose) [GLAM],1k+ sold,3.30,0.78,skinfood sous vide facial mask 22g 10 type to choose glam,1000
Glamstory,INNISFREE Black Tea Youth Enhancing Lotion 170ml / Skin Toner 170ml / Ampoule 30ml / Cream 50ml [GLAM],357 sold,78.25,18.56,innisfree black tea youth enhancing lotion 170ml skin toner 170ml ampoule 30ml cream 50ml glam,357
Glamstory,LANEIGE Water Sleeping Mask Original Lavender EX Cica 60ml / 70ml [GLAM],6k+ sold,68.35,16.21,laneige water sleeping mask original lavender ex cica 60ml 70ml glam,6000
Glamstory,ACWELL Licorice PH Balancing Cleansing Toner 150ml [GLAM],10k+ sold,31.00,7.35,acwell licorice ph balancing cleansing toner 150ml glam,10000
Glamstory,ETUDE HOUSE Soon Jung 2x Barrier Intensive Cream 60ml [GLAM],10k+ sold,35.00,8.30,etude house soon jung 2x barrier intensive cream 60ml glam,10000
Glamstory,TONYMOLY Wonder Ceramide Mocchi Water Cream 300ml TONY MOLY [GLAM],2k+ sold,40.00,9.49,tonymoly wonder ceramide mocchi water cream 300ml tony moly glam,2000
Glamstory,PYUNKANG YUL Ato Belly Cream 200ml / Moisturizing Soothing Gel Lotion 150ml / Mild Sun Cream SPF 45 PA+++ 75ml [GLAM],5k+ sold,38.00,9.01,pyunkang yul ato belly cream 200ml moisturizing soothing gel lotion 150ml mild sun cream spf 45 pa 75ml glam,5000
Glamstory,INNISFREE Green Tea Seed Hyaluronic Serum 80ml / 1ml [GLAM],8k+ sold,89.00,21.11,innisfree green tea seed hyaluronic serum 80ml 1ml glam,8000
Glamstory,COSRX One Step Original Clear / Moisture Up / Green Hero Calming Pad 70 Pads  [GLAM],5k+ sold,43.50,10.32,cosrx one step original clear moisture up green hero calming pad 70 pads glam,5000
Glamstory,K-SECRET SEOUL 1988 Eye Cream Retinal Liposome 4% + Fermented Bean 30ml,217 sold,69.30,16.43,ksecret seoul 1988 eye cream retinal liposome 4 fermented bean 30ml,217
Glamstory,INNISFREE Super Volcanic Pore Mask 100ml,7k+ sold,55.00,13.04,innisfree super volcanic pore mask 100ml,7000
Glamstory,Mise En Scene Perfect Serum 3 Minute Salon Pack 300ml [GLAM],5k+ sold,29.90,7.09,mise en scene perfect serum 3 minute salon pack 300ml glam,5000
Glamstory,JMELLA In France Hair Treatment 500ml [GLAM],320 sold,24.40,5.79,jmella in france hair treatment 500ml glam,320
Glamstory,COSRX AHA 7 Whitehead / Poreless / Blackhead Liquid 100ml [GLAM],2k+ sold,37.90,8.99,cosrx aha 7 whitehead poreless blackhead liquid 100ml glam,2000
Glamstory,NUMBUZIN N0.1 Pure-Full Calming Herb Toner 300ml [GLAM],5k+ sold,58.45,13.86,numbuzin n01 purefull calming herb toner 300ml glam,5000
Glamstory,ARENCIA Rice Mochi Cleanser 120g,5k+ sold,54.80,13.00,arencia rice mochi cleanser 120g,5000
Glamstory,BB LAB [HALAL/NORMAL] Yoona The Collagen Powder S Season 2 (2g x 30 sticks) [GLAM],1k+ sold,59.90,14.20,bb lab halalnormal yoona the collagen powder s season 2 2g x 30 sticks glam,1000
Glamstory,JMELLA In France Hair Shampoo 500ml [GLAM],2k+ sold,24.40,5.79,jmella in france hair shampoo 500ml glam,2000
Glamstory,BEAUTY OF JOSEON Matte Sun Stick Mugwort + Camelia  SPF 50 PA++++ 18g [GLAM],977 sold,26.00,6.17,beauty of joseon matte sun stick mugwort camelia spf 50 pa 18g glam,977
Glamstory,MARY & MAY Calendula Peptide Ageless Sleeping Mask 30g / 110g [GLAM],1k+ sold,19.51,4.63,mary may calendula peptide ageless sleeping mask 30g 110g glam,1000
Glamstory,BANILA CO Clean it Zero Cleansing Balm 50ml /100ml / 180ml [GLAM],1k+ sold,59.00,13.99,banila co clean it zero cleansing balm 50ml 100ml 180ml glam,1000
Glamstory,EQQUALBERRY Deep Cera Bakuchiol Plumping / Vitamin Illuminating Serum 30ml,183 sold,69.90,16.58,eqqualberry deep cera bakuchiol plumping vitamin illuminating serum 30ml,183
Glamstory,MEDICUBE PDRN Pink Collagen Gel Mask 28g,1k+ sold,16.00,3.79,medicube pdrn pink collagen gel mask 28g,1000
Glamstory,AXIS-Y Mugwort Pore Clarifying Wash Off Pack / New Skin Resolution Gel Mask 100ml,6k+ sold,20.00,4.74,axisy mugwort pore clarifying wash off pack new skin resolution gel mask 100ml,6000
Glamstory,PYUNKANG YUL Low pH Pore Deep Cleansing Foam 40ml / 100ml [GLAM],445 sold,9.90,2.35,pyunkang yul low ph pore deep cleansing foam 40ml 100ml glam,445
Glamstory,JUMISO Waterfull Hyaluronic Acid serum 5ml / 50ml [GLAM],106 sold,45.00,10.67,jumiso waterfull hyaluronic acid serum 5ml 50ml glam,106
Glamstory,BB LAB Low Molecular Collagen Biotin Plus (2g x 30 sticks) [GLAM],489 sold,54.45,12.91,bb lab low molecular collagen biotin plus 2g x 30 sticks glam,489
Glamstory,BEPLAIN Mung Bean pH-Balanced Cleansing Foam 80ml,288 sold,38.00,9.01,beplain mung bean phbalanced cleansing foam 80ml,288
Glamstory,PAULA'S CHOICE Skin Perfecting 2% BHA (Salicylic Acid) Liquid 10ml/30ml,744 sold,19.90,4.72,paulas choice skin perfecting 2 bha salicylic acid liquid 10ml30ml,744
Glamstory,VT COSMETICS Cica Daily Soothing Mask (30 Sheets) 350g,5k+ sold,49.00,11.62,vt cosmetics cica daily soothing mask 30 sheets 350g,5000
Glamstory,MEDICUBE Kojic Acid Tumeric / Collagen Night Wrapping Mask 75ml,259 sold,89.00,21.11,medicube kojic acid tumeric collagen night wrapping mask 75ml,259
Glamstory,Etude House Soon Jung PH 5.5 / Cica Relief Toner 25ml / 80ml / 200ml / 350ml [GLAM],10k+ sold,37.00,8.77,etude house soon jung ph 55 cica relief toner 25ml 80ml 200ml 350ml glam,10000
Glamstory,NEEDS Berry Bloom Blooming Peptide Hair Tonic 70ml [GLAM],634 sold,26.90,6.38,needs berry bloom blooming peptide hair tonic 70ml glam,634
Glamstory,ETUDE HOUSE Soon Jung pH5.5 Foam Cleanser 150ml [GLAM],10k+ sold,26.00,6.17,etude house soon jung ph55 foam cleanser 150ml glam,10000
Glamstory,MEDICUBE PDRN Pink Peptide Serum 30ml,47 sold,69.00,16.36,medicube pdrn pink peptide serum 30ml,47
Glamstory,Forever Living Absorbent C - Vitamin C [GLAM],512 sold,56.50,13.40,forever living absorbent c vitamin c glam,512
Glamstory,Mamonde Rose Water Toner 50ml /150ml / 250ml,10k+ sold,1.00,0.24,mamonde rose water toner 50ml 150ml 250ml,10000
Glamstory,COSRX Favorites Best Seller Set (20ml) [GLAM],10k+ sold,46.52,11.03,cosrx favorites best seller set 20ml glam,10000
Glamstory,APIEU Glycolic Acid Hamamelis Kalamansi Madecassoside Sea Buckthorn Cream 50ml [GLAM],3k+ sold,26.00,6.17,apieu glycolic acid hamamelis kalamansi madecassoside sea buckthorn cream 50ml glam,3000
Glamstory,BEAUTY OF JOSEON Radiance Cleansing Balm 100ml [GLAM],3k+ sold,49.33,11.70,beauty of joseon radiance cleansing balm 100ml glam,3000
Glamstory,NUMBUZIN No.3 Super Glowing Essence Toner 200ml,11 sold,53.00,12.57,numbuzin no3 super glowing essence toner 200ml,11
Glamstory,MEDICUBE Deep Vita C Daily Quick Mask 350g (30 Sheet),3 sold,69.00,16.36,medicube deep vita c daily quick mask 350g 30 sheet,3
Glamstory,INNISFREE Canola Honey Lip Balm / Intensive Moisture 3.5g,2k+ sold,26.00,6.17,innisfree canola honey lip balm intensive moisture 35g,2000
Glamstory,INNISFREE Bija Trouble Lotion 100ml [GLAM],436 sold,47.00,11.15,innisfree bija trouble lotion 100ml glam,436
Glamstory,MEDIPEEL Red Lacto Collagen Wrapping Mask 15ml / 70ml,393 sold,83.90,19.90,medipeel red lacto collagen wrapping mask 15ml 70ml,393
Glamstory,PURITO Seoul Wonder Releaf Centella Serum Unscented 15ml / 60ml,712 sold,20.00,4.74,purito seoul wonder releaf centella serum unscented 15ml 60ml,712
Glamstory,SKINFOOD Acorn Pore Peptide / Yuja Vita C / Carrot Carotene Daily Mask 270g [GLAM],9k+ sold,69.00,16.36,skinfood acorn pore peptide yuja vita c carrot carotene daily mask 270g glam,9000
Glamstory,LINDSAY Cool Tea-Tree/Pearl/Vitamin/Collagen/Calendula/Charcoal/Lavender/Calming Herb Modeling Mask Cup Pack 28g,3k+ sold,7.50,1.78,lindsay cool teatreepearlvitamincollagencalendulacharcoallavendercalming herb modeling mask cup pack 28g,3000
Glamstory,INNISFREE Tone Up No Sebum / Watering / Long Lasting / Hyaluron / Poreless Sunscreen SPF50+ PA++++ 50ml,6k+ sold,58.45,13.86,innisfree tone up no sebum watering long lasting hyaluron poreless sunscreen spf50 pa 50ml,6000
Glamstory,PAULA'S CHOICE Skin Perfecting 2% BHA (Salicylic Acid) Liquid 30ml/118ml [GLAM],2k+ sold,65.00,15.41,paulas choice skin perfecting 2 bha salicylic acid liquid 30ml118ml glam,2000
Glamstory,COSRX Aloe Soothing Sun Cream SPF50 PA+++ 50ml/1.2ml [GLAM],20k+ sold,29.90,7.09,cosrx aloe soothing sun cream spf50 pa 50ml12ml glam,20000
Glamstory,BIODANCE Hydro Cera-Nol / Bio-Collagen / Refreshing Sea Kelp / Vita Niacinamide Real Deep Mask 34g (1Sheet),,16.00,3.79,biodance hydro ceranol biocollagen refreshing sea kelp vita niacinamide real deep mask 34g 1sheet,
Glamstory,ROUND LAB Birch Juice Moisturizing Cream 80 ml,62 sold,66.00,15.65,round lab birch juice moisturizing cream 80 ml,62
Glamstory,IUNIK Calendula Complete Cleansing Oil 25ml / 200ml [GLAM],8k+ sold,59.00,13.99,iunik calendula complete cleansing oil 25ml 200ml glam,8000
Glamstory,IUNIK Beta Glucan Daily Moisture Cream 1.5ml / 15ml / 60ml [GLAM],7k+ sold,18.00,4.27,iunik beta glucan daily moisture cream 15ml 15ml 60ml glam,7000
Glamstory,HARUHARU Wonder Black Rice Moisture 5.5 Soft Cleansing Gel 100ml [GLAM],326 sold,41.00,9.72,haruharu wonder black rice moisture 55 soft cleansing gel 100ml glam,326
Glamstory,TIAM VITA B3 Mist Toner 200ml / 6.76 fl.oz.,5 sold,38.00,9.01,tiam vita b3 mist toner 200ml 676 floz,5
Glamstory,TONYMOLY I'm Real Facial Mask Sheet 1 pcs TONY MOLY [GLAM],10k+ sold,2.80,0.66,tonymoly im real facial mask sheet 1 pcs tony moly glam,10000
Glamstory,Forever Living Omega 3 Plus 120 Softgels  [GLAM],227 sold,97.50,23.12,forever living omega 3 plus 120 softgels glam,227
Glamstory,ANUA 7 Rice Ceramide Hydrating Barrier Serum 50ml,88 sold,75.00,17.79,anua 7 rice ceramide hydrating barrier serum 50ml,88
Glamstory,INNISFREE Special Care Foot / Hand Mask 1 Sheet [GLAM],10k+ sold,11.50,2.73,innisfree special care foot hand mask 1 sheet glam,10000
Glamstory,LAMELIN Calming Moisture Mask Pack 23g (11 Types) [GLAM],784 sold,0.88,0.21,lamelin calming moisture mask pack 23g 11 types glam,784
Glamstory,SOME BY MI AHA BHA PHA Miracle Calming Body Lotion 200ml,30 sold,39.90,9.46,some by mi aha bha pha miracle calming body lotion 200ml,30
Glamstory,MARY & MAY Idebenone Blackberry Intense / Sensitive Soothing Gel Blemish Cream 70g [GLAM],3k+ sold,48.50,11.50,mary may idebenone blackberry intense sensitive soothing gel blemish cream 70g glam,3000
Glamstory,INNISFREE Blueberry Rebalancing 5.5 Cleanser 100ml [GLAM],6k+ sold,25.00,5.93,innisfree blueberry rebalancing 55 cleanser 100ml glam,6000
Glamstory,SOME BY MI AHA BHA PHA 30 Days Miracle Cleansing Bar [SOMEBYMI],10k+ sold,30.08,7.13,some by mi aha bha pha 30 days miracle cleansing bar somebymi,10000
Glamstory,COSRX Ultra-Light Invisible Sunscreen SPF50 PA++++ 50ml,74 sold,44.55,10.56,cosrx ultralight invisible sunscreen spf50 pa 50ml,74
Glamstory,NUMBUZIN No.3 Radiance Glowing Jumbo Essence Pad (70EA) 150ml,52 sold,53.00,12.57,numbuzin no3 radiance glowing jumbo essence pad 70ea 150ml,52
Glamstory,DR.CEURACLE Korean Vegan Kombucha Tea Gel Cream 75g / Essence 150ml [GLAM],5k+ sold,65.00,15.41,drceuracle korean vegan kombucha tea gel cream 75g essence 150ml glam,5000
Glamstory,APIEU Honey & Milk Lip Scrub 8ml / Lip Balm 3.3g / Lip Sleeping Pack 6g / Lip Oil 5g [GLAM],2k+ sold,12.90,3.06,apieu honey milk lip scrub 8ml lip balm 33g lip sleeping pack 6g lip oil 5g glam,2000
Glamstory,THE RAW. Daily Ceramides Gel / Cream Moisturiser 30ml / 50ml,643 sold,56.00,13.28,the raw daily ceramides gel cream moisturiser 30ml 50ml,643
Glamstory,SOME BY MI AHA BHA PHA 30 Days Miracle Truecica Clear Pad [GLAM],2k+ sold,48.87,11.59,some by mi aha bha pha 30 days miracle truecica clear pad glam,2000
Glamstory,SOME BY MI Truecica Aqua / Mineral Calming Tone up Suncream Sunscreen 50ml SPF50+ PA++++ SOMEBYMI [GLAM],8k+ sold,45.11,10.70,some by mi truecica aqua mineral calming tone up suncream sunscreen 50ml spf50 pa somebymi glam,8000
Glamstory,UNOVE Deep Damage Treatment Ex (Warm Petals) 40ml [GLAM],688 sold,23.00,5.45,unove deep damage treatment ex warm petals 40ml glam,688
Glamstory,3W CLINIC Enrich Foot Treatment 100ml [GLAM],10k+ sold,5.85,1.39,3w clinic enrich foot treatment 100ml glam,10000
Glamstory,ISNTREE Hyaluronic Acid Aqua Gel / Moist Cream 100ml [GLAM],10k+ sold,2.21,0.52,isntree hyaluronic acid aqua gel moist cream 100ml glam,10000
Glamstory,SNP Gold Bird's Nest Aqua / Collagen / Diamond / Black Pearl Ampoule Mask [GLAM],3k+ sold,35.95,8.53,snp gold birds nest aqua collagen diamond black pearl ampoule mask glam,3000
Glamstory,THE RAW. Acne Spot Drying Solution 15ml / 30ml,167 sold,25.00,5.93,the raw acne spot drying solution 15ml 30ml,167
Glamstory,LAMELIN Aloe Vera / Snail Soothing Gel 300ml [GLAM],188 sold,9.60,2.28,lamelin aloe vera snail soothing gel 300ml glam,188
Glamstory,HARUHARU Wonder Centella 4% TXA Dark Spot Go Away Serum 30ml,70 sold,59.30,14.06,haruharu wonder centella 4 txa dark spot go away serum 30ml,70
Glamstory,W.DRESSROOM Dress & Living Clear Perfume 70ml #2 WDRESSROOM [GLAM],10k+ sold,12.90,3.06,wdressroom dress living clear perfume 70ml 2 wdressroom glam,10000
Glamstory,Mise En Scene Hello Cream Hair Color (8MB),378 sold,29.49,6.99,mise en scene hello cream hair color 8mb,378
Glamstory,PYUNKANG YUL Acne Facial Cleanser 120ml [GLAM],1k+ sold,25.00,5.93,pyunkang yul acne facial cleanser 120ml glam,1000
Glamstory,HEVEBLUE Salmon Caring Centella Toner 200ml / Ampoule 30ml / Bubble Cleanser 200ml / Travel Kit,163 sold,79.90,18.95,heveblue salmon caring centella toner 200ml ampoule 30ml bubble cleanser 200ml travel kit,163
Glamstory,THE RAW. SunDation Instant-Blur Matte Sun Cushion Foundation SPF50+++ 15g,1 sold,75.90,18.00,the raw sundation instantblur matte sun cushion foundation spf50 15g,1
Glamstory,3W CLINIC Make Up Pearl Mist 150ml,5k+ sold,14.40,3.41,3w clinic make up pearl mist 150ml,5000
Glamstory,Forever Living Avocado Face & Body Soap [GLAM],10k+ sold,24.90,5.90,forever living avocado face body soap glam,10000
Glamstory,PURITO Centella Unscented Recovery Cream 12ml/50ml [GLAM],58 sold,10.00,2.37,purito centella unscented recovery cream 12ml50ml glam,58
Glamstory,INNISFREE Jeju Volcanic Pore Cleansing Foam 150ml [GLAM],2k+ sold,35.00,8.30,innisfree jeju volcanic pore cleansing foam 150ml glam,2000
